Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
200	:	1538342433.676	  1039.975	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 200' lusc_mccv_enet.R
198	:	1538342433.180	  1086.188	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 198' lusc_mccv_enet.R
199	:	1538342433.443	  1100.507	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 199' lusc_mccv_enet.R
197	:	1538342432.953	  1115.746	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 197' lusc_mccv_enet.R
85	:	1538342406.462	  1241.400	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 85' lusc_mccv_enet.R
17	:	1538342390.704	  1266.421	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 17' lusc_mccv_enet.R
33	:	1538342394.212	  1295.559	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 33' lusc_mccv_enet.R
36	:	1538342394.928	  1316.549	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 36' lusc_mccv_enet.R
45	:	1538342397.007	  1325.058	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 45' lusc_mccv_enet.R
71	:	1538342403.122	  1325.953	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 71' lusc_mccv_enet.R
49	:	1538342397.947	  1340.708	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 49' lusc_mccv_enet.R
164	:	1538342424.925	  1321.478	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 164' lusc_mccv_enet.R
24	:	1538342392.230	  1361.605	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 24' lusc_mccv_enet.R
114	:	1538342413.244	  1341.141	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 114' lusc_mccv_enet.R
179	:	1538342428.649	  1332.705	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 179' lusc_mccv_enet.R
41	:	1538342396.056	  1365.332	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 41' lusc_mccv_enet.R
1	:	1538342387.241	  1376.460	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 1' lusc_mccv_enet.R
75	:	1538342404.068	  1374.213	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 75' lusc_mccv_enet.R
101	:	1538342410.315	  1376.115	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 101' lusc_mccv_enet.R
