Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
11	:	1538342251.483	     4.062	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 11' lusc_mccv_enet.R
9	:	1538342251.042	     4.546	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 9' lusc_mccv_enet.R
1	:	1538342249.262	     6.327	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 1' lusc_mccv_enet.R
6	:	1538342250.380	     5.209	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 6' lusc_mccv_enet.R
7	:	1538342250.620	     5.022	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 7' lusc_mccv_enet.R
4	:	1538342249.945	     5.697	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 4' lusc_mccv_enet.R
2	:	1538342249.482	     6.207	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 2' lusc_mccv_enet.R
10	:	1538342251.245	     4.446	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 10' lusc_mccv_enet.R
3	:	1538342249.714	     6.020	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 3' lusc_mccv_enet.R
12	:	1538342251.695	     4.121	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 12' lusc_mccv_enet.R
5	:	1538342250.175	     5.641	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 5' lusc_mccv_enet.R
13	:	1538342251.901	     3.915	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 13' lusc_mccv_enet.R
15	:	1538342252.359	     3.457	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 15' lusc_mccv_enet.R
16	:	1538342252.569	     3.368	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 16' lusc_mccv_enet.R
8	:	1538342250.833	     5.110	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 8' lusc_mccv_enet.R
14	:	1538342252.143	     3.835	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 14' lusc_mccv_enet.R
17	:	1538342252.774	     3.785	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 17' lusc_mccv_enet.R
18	:	1538342253.014	     3.546	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 18' lusc_mccv_enet.R
19	:	1538342253.228	     3.523	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 19' lusc_mccv_enet.R
20	:	1538342253.436	     3.315	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 20' lusc_mccv_enet.R
21	:	1538342253.640	     3.456	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 21' lusc_mccv_enet.R
22	:	1538342253.878	     4.069	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 22' lusc_mccv_enet.R
24	:	1538342254.297	     3.766	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 24' lusc_mccv_enet.R
23	:	1538342254.090	     3.986	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 23' lusc_mccv_enet.R
25	:	1538342254.539	     3.537	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 25' lusc_mccv_enet.R
26	:	1538342254.754	     3.588	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 26' lusc_mccv_enet.R
29	:	1538342255.410	     3.827	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 29' lusc_mccv_enet.R
27	:	1538342254.964	     4.801	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 27' lusc_mccv_enet.R
30	:	1538342255.617	     4.182	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 30' lusc_mccv_enet.R
28	:	1538342255.170	     4.631	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 28' lusc_mccv_enet.R
31	:	1538342255.826	     3.990	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 31' lusc_mccv_enet.R
32	:	1538342256.035	     3.971	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 32' lusc_mccv_enet.R
34	:	1538342256.471	     4.334	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 34' lusc_mccv_enet.R
33	:	1538342256.258	     4.697	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 33' lusc_mccv_enet.R
36	:	1538342256.907	     4.052	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 36' lusc_mccv_enet.R
35	:	1538342256.693	     4.274	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 35' lusc_mccv_enet.R
37	:	1538342257.114	     3.853	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 37' lusc_mccv_enet.R
38	:	1538342257.344	     3.932	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 38' lusc_mccv_enet.R
40	:	1538342257.773	     4.925	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 40' lusc_mccv_enet.R
42	:	1538342258.193	     4.622	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 42' lusc_mccv_enet.R
39	:	1538342257.564	     5.300	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 39' lusc_mccv_enet.R
43	:	1538342258.403	     4.469	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 43' lusc_mccv_enet.R
41	:	1538342257.990	     4.884	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 41' lusc_mccv_enet.R
44	:	1538342258.630	     4.243	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 44' lusc_mccv_enet.R
45	:	1538342258.846	     4.153	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 45' lusc_mccv_enet.R
48	:	1538342259.501	     3.820	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 48' lusc_mccv_enet.R
47	:	1538342259.281	     4.326	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 47' lusc_mccv_enet.R
46	:	1538342259.060	     4.821	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 46' lusc_mccv_enet.R
49	:	1538342259.730	     4.464	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 49' lusc_mccv_enet.R
50	:	1538342259.937	     4.257	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 50' lusc_mccv_enet.R
52	:	1538342260.371	     4.323	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 52' lusc_mccv_enet.R
51	:	1538342260.144	     4.868	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 51' lusc_mccv_enet.R
53	:	1538342260.597	     4.955	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 53' lusc_mccv_enet.R
57	:	1538342261.450	     4.269	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 57' lusc_mccv_enet.R
54	:	1538342260.805	     4.914	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 54' lusc_mccv_enet.R
55	:	1538342261.017	     4.710	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 55' lusc_mccv_enet.R
56	:	1538342261.236	     4.490	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 56' lusc_mccv_enet.R
58	:	1538342261.660	     5.636	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 58' lusc_mccv_enet.R
60	:	1538342262.123	     5.425	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 60' lusc_mccv_enet.R
61	:	1538342262.331	     5.217	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 61' lusc_mccv_enet.R
63	:	1538342262.785	     4.763	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 63' lusc_mccv_enet.R
59	:	1538342261.892	     5.716	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 59' lusc_mccv_enet.R
62	:	1538342262.571	     5.131	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 62' lusc_mccv_enet.R
64	:	1538342262.999	     4.873	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 64' lusc_mccv_enet.R
66	:	1538342263.428	     4.496	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 66' lusc_mccv_enet.R
65	:	1538342263.211	     4.762	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 65' lusc_mccv_enet.R
67	:	1538342263.641	     5.072	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 67' lusc_mccv_enet.R
69	:	1538342264.108	     4.636	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 69' lusc_mccv_enet.R
68	:	1538342263.881	     5.211	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 68' lusc_mccv_enet.R
70	:	1538342264.314	     5.095	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 70' lusc_mccv_enet.R
74	:	1538342265.185	     4.707	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 74' lusc_mccv_enet.R
73	:	1538342264.971	     5.064	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 73' lusc_mccv_enet.R
76	:	1538342265.611	     4.424	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 76' lusc_mccv_enet.R
72	:	1538342264.754	     5.374	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 72' lusc_mccv_enet.R
71	:	1538342264.537	     5.591	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 71' lusc_mccv_enet.R
75	:	1538342265.403	     4.725	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 75' lusc_mccv_enet.R
77	:	1538342265.813	     5.903	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 77' lusc_mccv_enet.R
79	:	1538342266.239	     5.526	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 79' lusc_mccv_enet.R
80	:	1538342266.444	     5.358	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 80' lusc_mccv_enet.R
83	:	1538342267.108	     4.694	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 83' lusc_mccv_enet.R
81	:	1538342266.664	     5.148	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 81' lusc_mccv_enet.R
78	:	1538342266.018	     5.848	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 78' lusc_mccv_enet.R
82	:	1538342266.899	     5.200	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 82' lusc_mccv_enet.R
85	:	1538342267.534	     5.322	0	0	1	0	srun -N 1 -n 1 --exclusive R CMD BATCH '--args 85' lusc_mccv_enet.R
